,RUT_ENMASCARADO,PERS_SEXO,EDAD,CODUA,ANNIO_INGRESO,RAMA_EDUCACIONAL,PROVINCIA_ESTAB_EDUC,BEA,GRUPO_DEPENDENCIA,ANNIO_EGRESO_E_MEDIA,PROM_NOTAS_E_MEDIA,PUNTAJE_NEM,PUNTAJE_RANKING,PTJE_LENGUAJE,PTJE_MATEMATICA,PTJE_HIST_CS_SOCIALES,PTJE_CIENCIAS,PROM_LENG_Y_MAT,PTJE_PONDERADO,SITUACION_EGRESO_EDUCACIONAL,INGRESO_BRUTO_FAMILIAR,PROMEDIO_PRIMER_ANNIO,PROMEDIO_ALUMNO_EN_CARRERA,CANT_RAMOS_INSCRITOS_CARRERA,CANT_RAMOS_APROBADOS_CARRERA,CANT_RAMOS_PLAN_CARRERA,PORCENTAJE_AVANCE_CARRERA,CANT_RAMOS_OP2,CANT_RAMOS_OP3,CANT_RAMOS_OP4,DESERTA
1416,20317856,F,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.1,641.0,712.0,510.0,495.0,475.0,529.039387308534,502.5,598.0,Prom.Año: Nac–alumno regular,5.0,4.28,4.28,6,4,56,7.14,0,0,0,1
1420,20317862,F,Edad 17-23,Ingeco,2019,H1,OTRA PROVINCIA,SIN BEA,Municipal,Egreso media 2015-2020,5.73,564.0,569.0,450.0,481.0,366.0,457.0,465.5,514.0,Prom.Año: Nac–alumno regular,2.0,5.41,5.05,36,31,56,55.36,2,0,0,0
1423,20317916,F,Edad 17-23,Ingeco,2019,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,653.0,749.0,509.0,482.0,435.0,367.0,495.5,607.0,Prom.Año: Nac–alumno regular,1.0,5.08,5.0,36,31,56,55.36,2,0,0,0
1426,20318090,F,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.45,507.0,510.0,496.0,536.0,522.7393162393163,506.0,516.0,509.0,Prom.Año: Nac–alumno regular,3.0,1.0,2.6,35,14,56,25.0,5,3,0,0
1430,20318184,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.4,702.0,745.0,496.0,527.0,522.7393162393163,514.0,511.5,615.0,Prom.Año: Nac–alumno regular,4.0,5.25,5.74,45,44,56,78.57,1,0,0,0
1434,20329823,M,Edad 24-26,Ingeco,2020,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,440.0,445.0,478.0,490.0,490.0,529.039387308534,484.0,464.0,Prom.Ant: Nac–alumno regular,6.0,3.76,3.38,12,6,56,10.71,1,0,0,0
1436,20329830,M,Edad 24-26,Ingeco,2017,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.18,451.0,451.0,502.0,587.0,656.0,518.0,544.5,504.0,Prom.Año: Nac–alumno regular,10.0,4.94,4.66,58,52,56,92.86,4,0,0,0
1441,20329832,F,Edad 24-26,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Servicio Local de Educacion,nan,5.8434098939929395,605.2927689594356,636.5097001763669,534.9981818181818,540.8597449908925,522.7393162393163,529.039387308534,538.0136612021857,599.0808080808081,Otra situacion,6.0,5.42,4.87,38,33,56,58.93,0,1,0,0
1445,20330054,M,Edad 17-23,Ingeco,2018,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.55,528.0,528.0,474.0,619.0,522.7393162393163,537.0,546.5,529.0,Prom.Año: Nac–alumno regular,5.0,5.25,5.26,47,47,56,83.93,0,0,0,0
1449,20330167,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.13,647.0,683.0,637.0,619.0,522.7393162393163,582.0,628.0,640.0,Prom.Año: Nac–alumno regular,5.0,5.78,6.13,44,44,56,78.57,0,0,0,0
1453,20330360,M,Edad 17-23,Ingeco,2020,H1,EL LOA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.0,416.0,416.0,502.0,573.0,610.0,529.039387308534,537.5,480.0,Prom.Ant: Nac–alumno regular,6.0,5.58,3.71,18,11,56,19.64,0,0,0,0
1455,20330390,M,Edad 17-23,Enfermeria,2018,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.38,698.0,777.0,530.0,636.0,522.7393162393163,642.0,583.0,662.0,Prom.Año: Nac–alumno regular,10.0,5.62,6.1,44,44,56,78.57,0,0,0,0
1459,20337445,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,648.0,667.0,488.0,426.0,522.7393162393163,475.0,457.0,599.0808080808081,Prom.Año: Nac–alumno regular,1.0,5.38,5.68,33,33,56,58.93,0,0,0,0
1462,20340214,F,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.73,564.0,590.0,537.0,527.0,491.0,529.039387308534,532.0,554.0,Prom.Año: Nac–alumno regular,5.0,4.59,4.82,45,44,56,78.57,1,0,0,0
1466,20365976,M,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.03,420.0,420.0,405.0,558.0,522.7393162393163,484.0,481.5,599.0808080808081,Prom.Año: Nac–alumno regular,4.0,2.82,2.51,19,5,56,8.93,3,0,0,1
1470,20372911,F,Edad 17-23,Enfermeria,2020,H1,EL LOA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.0,692.0,749.0,553.0,557.0,522.7393162393163,528.0,555.0,651.0,Prom.Ant: Nac–alumno regular,1.0,6.22,6.24,23,23,56,41.07,0,0,0,0
1472,20380521,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.2,669.0,690.0,628.0,589.0,581.0,529.039387308534,608.5,646.0,Prom.Año: Nac–alumno regular,4.0,6.02,5.52,36,33,56,58.93,0,0,0,0
1475,20403572,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.3,684.0,775.0,676.0,579.0,587.0,613.0,627.5,690.0,Prom.Año: Nac–alumno regular,10.0,5.65,6.01,26,26,56,46.43,0,0,0,0
1478,20403758,M,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.8,579.0,611.0,563.0,560.0,532.0,384.0,561.5,580.0,Prom.Año: Nac–alumno regular,1.0,5.84,5.54,36,35,56,62.5,0,0,0,0
1481,20403806,F,Edad 17-23,Ingeco,2020,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,469.0,469.0,354.0,553.0,553.0,398.0,453.0,461.0,Prom.Año: Nac–alumno regular,5.0,1.3,1.3,5,0,56,70.70698795180724,0,0,0,1
1483,20404075,F,Edad 17-23,Ingeco,2020,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,413.0,416.0,432.0,553.0,522.7393162393163,386.0,492.0,599.0808080808081,Prom.Ant: Nac–alumno regular,3.0,3.9,3.15,17,9,56,16.07,3,0,0,0
1485,20404154,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.4,711.0,765.0,524.0,535.0,522.7393162393163,559.0,529.5,644.0,Prom.Año: Nac–alumno regular,3.0,5.36,5.59,35,35,56,62.5,0,0,0,0
1488,20407848,F,Edad 17-23,Enfermeria,2018,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.4,702.0,783.0,566.0,605.0,522.7393162393163,664.0,585.5,667.0,Prom.Año: Nac–alumno regular,7.0,6.0,6.25,44,44,56,78.57,0,0,0,0
1492,20407903,M,Edad 17-23,Ingeco,2020,H1,OTRA PROVINCIA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.7,569.0,569.0,524.0,635.0,522.7393162393163,593.0,579.5,570.0,Prom.Año: Nac–alumno regular,4.0,5.77,5.52,23,22,56,39.29,0,0,0,0
1494,20407912,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.5,742.0,800.0,608.0,624.0,522.7393162393163,608.0,616.0,701.0,Prom.Año: Nac–alumno regular,9.0,6.04,6.16,34,34,56,60.71,0,0,0,0
1497,20407917,M,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.3,481.0,481.0,452.0,524.0,505.0,529.039387308534,488.0,599.0808080808081,Prom.Año: Nac–alumno regular,7.0,4.4,4.62,36,27,56,48.21,3,0,0,0
1500,20416155,F,Edad 17-23,Enfermeria,2018,H1,TOCOPILLA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.63,544.0,544.0,503.0,507.0,522.7393162393163,484.0,505.0,522.0,Prom.Año: Nac–alumno regular,7.0,2.83,2.83,11,4,56,7.14,0,0,0,1
1504,20429310,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.45,713.0,756.0,612.0,551.0,522.7393162393163,409.0,581.5,638.0,Prom.Año: Nac–alumno regular,4.0,5.22,5.69,43,43,56,76.79,0,0,0,0
1508,20454784,F,Edad 17-23,Ingeco,2018,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.53,523.0,523.0,496.0,564.0,457.0,529.039387308534,530.0,515.0,Prom.Año: Nac–alumno regular,7.0,4.51,4.36,32,27,56,48.21,3,0,0,1
1512,20454945,M,Edad 17-23,Enfermeria,2018,H1,EL LOA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.23,667.0,799.0,663.0,623.0,522.7393162393163,642.0,643.0,681.0,Prom.Año: Nac–alumno regular,2.0,5.57,6.16,44,44,56,78.57,0,0,0,0
1516,20454973,F,Edad 17-23,Ingeco,2018,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.43,502.0,502.0,503.0,623.0,522.7393162393163,564.0,563.0,526.0,Prom.Año: Nac–alumno regular,10.0,5.05,5.26,48,47,56,83.93,1,0,0,0
1520,20455364,F,Edad 17-23,Enfermeria,2019,T1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.8,597.0,814.0,422.0,524.0,522.7393162393163,463.0,473.0,599.0808080808081,Prom.Año: Nac–alumno regular,5.0,1.24,1.24,5,0,56,70.70698795180724,0,0,0,1
1523,20455848,M,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,736.0,792.0,676.0,620.0,587.0,608.0,648.0,710.0,Prom.Año: Nac–alumno regular,7.0,5.79,6.03,34,34,56,60.71,0,0,0,0
1526,20455863,M,Edad 17-23,Enfermeria,2019,H1,TOCOPILLA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.3,700.0,748.0,618.0,627.0,522.7393162393163,608.0,622.5,679.0,Prom.Año: Nac–alumno regular,9.0,5.64,5.99,35,35,56,62.5,0,0,0,0
1529,20463778,F,Edad 17-23,Enfermeria,2019,H1,OTRA PROVINCIA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.3,694.0,720.0,706.0,716.0,522.7393162393163,703.0,711.0,712.0,Prom.Ant: Nac–alumno regular,4.0,5.69,5.84,33,33,56,58.93,0,0,0,0
1532,20465362,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,538.0,538.0,448.0,475.0,538.0,529.039387308534,461.0,506.0,Prom.Año: Nac–alumno regular,4.0,5.78,5.5,23,21,56,37.5,0,0,0,0
1534,20470340,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,641.0,675.0,596.0,694.0,522.7393162393163,646.0,645.0,649.0,Prom.Año: Nac–alumno regular,8.0,5.69,6.19,44,44,56,78.57,0,0,0,0
1538,20470386,M,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,427.0,427.0,572.0,598.0,465.0,559.0,585.0,502.0,Prom.Año: Nac–alumno regular,10.0,5.52,5.15,33,30,56,53.57,1,0,0,0
1541,20470406,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.13,647.0,663.0,503.0,644.0,522.7393162393163,625.0,573.5,618.0,Prom.Año: Nac–alumno regular,6.0,4.962957516339872,6.19,21,21,56,37.5,9,0,0,0
1545,20470487,M,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.1,435.0,435.0,558.0,564.0,496.0,443.0,561.0,491.0,Prom.Año: Nac–alumno regular,2.0,5.0,4.28,38,33,56,58.93,2,0,0,0
1549,20470501,F,Edad 17-23,Enfermeria,2018,H1,OTRA PROVINCIA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.6,744.0,779.0,654.0,689.0,522.7393162393163,651.0,671.5,712.0,Prom.Año: Nac–alumno regular,10.0,5.89,6.12,44,44,56,78.57,0,0,0,0
1553,20470528,M,Edad 17-23,Ingeco,2020,T2,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.03,627.0,692.0,551.0,518.0,522.7393162393163,506.0,534.5,599.0808080808081,Prom.Año: Nac–alumno regular,7.0,5.24,5.1,19,18,56,32.14,0,0,0,0
1555,20470596,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.7,569.0,569.0,517.0,512.0,522.7393162393163,449.0,514.5,535.0,Prom.Ant: Nac–alumno regular,6.0,5.56,5.36,36,35,56,62.5,0,0,0,0
1558,20470604,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.25,672.0,704.0,537.0,627.0,522.7393162393163,625.0,582.0,637.0,Prom.Año: Nac–alumno regular,10.0,5.87,6.34,44,44,56,78.57,0,0,0,0
1562,20470671,M,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.8,586.0,597.0,445.0,535.0,455.0,529.039387308534,490.0,534.0,Prom.Año: Nac–alumno regular,8.0,4.15,4.15,11,7,56,12.5,0,0,0,1
1565,20470730,M,Edad 17-23,Enfermeria,2019,T2,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.43,505.0,505.0,433.0,518.0,483.0,371.0,475.5,514.0,Prom.Año: Nac–alumno regular,5.0,5.18,5.73,34,33,56,58.93,1,0,0,0
1568,20470918,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,686.0,725.0,708.0,671.0,522.7393162393163,648.0,689.0,696.0,Prom.Ant: Nac–alumno regular,7.0,5.52,5.52,6,6,56,10.71,0,0,0,1
1571,20471006,M,Edad 17-23,Ingeco,2019,H2,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.2,464.0,468.0,362.0,426.0,522.7393162393163,367.0,394.0,599.0808080808081,Prom.Año: Nac–alumno regular,4.0,4.962957516339872,4.82,11,9,56,16.07,10,0,0,0
1574,20471243,M,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.08,637.0,707.0,604.0,586.0,522.7393162393163,633.0,595.0,633.0,Prom.Año: Nac–alumno regular,7.0,5.8,6.19,43,43,56,76.79,0,0,0,0
1578,20471400,F,Edad 17-23,Ingeco,2019,H2,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.2,464.0,464.0,524.0,512.0,512.0,511.0,518.0,491.0,Prom.Año: Nac–alumno regular,3.0,4.32,4.36,34,25,56,44.64,3,0,0,0
1581,20471408,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.9,611.0,631.0,608.0,594.0,522.7393162393163,588.0,601.0,612.0,Prom.Año: Nac–alumno regular,6.0,5.48,5.86,33,33,56,58.93,0,0,0,0
1584,20471463,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,629.0,655.0,574.0,458.0,522.7393162393163,531.0,516.0,599.0808080808081,Prom.Ant: Nac–alumno regular,4.0,6.28,6.34,22,22,56,39.29,0,0,0,0
1586,20471487,F,Edad 17-23,Enfermeria,2019,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.3,690.0,802.0,437.0,465.0,522.7393162393163,475.0,451.0,869.0,Prom.Año: Nac–alumno regular,3.0,5.28,5.81,34,33,56,58.93,1,0,0,0
1589,20471500,F,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.4,495.0,495.0,473.0,379.0,522.7393162393163,281.0,426.0,599.0808080808081,Prom.Año: Nac–alumno regular,7.0,4.31,3.99,17,12,56,21.43,1,0,0,0
1591,20471598,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,621.0,656.0,509.0,616.0,522.7393162393163,588.0,562.5,608.0,Prom.Año: Nac–alumno regular,6.0,5.55,5.81,35,35,56,62.5,0,0,0,0
1594,20471658,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.3,684.0,711.0,608.0,598.0,522.7393162393163,603.0,603.0,654.0,Prom.Año: Nac–alumno regular,9.0,5.54,5.86,33,33,56,58.93,0,0,0,0
1597,20471913,M,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.2,669.0,706.0,618.0,524.0,522.7393162393163,583.0,571.0,636.0,Prom.Año: Nac–alumno regular,3.0,5.36,5.88,34,34,56,60.71,0,0,0,0
1600,20472033,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.2,673.0,708.0,517.0,603.0,522.7393162393163,645.0,560.0,639.0,Prom.Año: Nac–alumno regular,10.0,5.6,5.93,35,35,56,62.5,0,0,0,0
1603,20472108,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.3,700.0,744.0,628.0,646.0,522.7393162393163,715.0,637.0,693.0,Prom.Año: Nac–alumno regular,10.0,6.1,6.23,35,35,56,62.5,0,0,0,0
1606,20472250,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,648.0,662.0,608.0,535.0,522.7393162393163,577.0,571.5,615.0,Prom.Año: Nac–alumno regular,10.0,5.65,5.86,23,23,56,41.07,0,0,0,0
1608,20472370,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.7,777.0,808.0,589.0,660.0,522.7393162393163,511.0,624.5,701.0,Prom.Año: Nac–alumno regular,7.0,5.52,5.9,33,33,56,58.93,0,0,0,0
1611,20472444,M,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.5,517.0,517.0,580.0,403.0,532.0,529.039387308534,491.5,517.0,Prom.Año: Nac–alumno regular,4.0,4.24,4.24,8,4,56,7.14,1,0,0,1
1614,20472594,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,729.0,777.0,582.0,629.0,522.7393162393163,615.0,605.0,695.0,Prom.Ant: Nac–alumno regular,9.0,6.2,6.27,23,23,56,41.07,0,0,0,0
1616,20497177,F,Edad 17-23,Enfermeria,2018,T1,OTRA PROVINCIA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.45,713.0,803.0,530.0,575.0,522.7393162393163,591.0,552.5,654.0,Prom.Año: Nac–alumno regular,1.0,5.69,6.14,44,44,56,78.57,0,0,0,0
1620,20499545,M,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.13,647.0,708.0,523.0,644.0,584.0,601.0,583.5,629.0,Prom.Año: Nac–alumno regular,9.0,5.4,5.5,44,44,56,78.57,0,0,0,0
1624,20506314,F,Edad 17-23,Enfermeria,2020,H1,TOCOPILLA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,652.0,685.0,651.0,498.0,532.0,571.0,574.5,626.0,Prom.Año: Nac–alumno regular,1.0,5.68,5.89,23,23,56,41.07,0,0,0,0
1626,20513120,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,642.0,675.0,547.0,524.0,522.7393162393163,463.0,535.5,615.0,Prom.Ant: Nac–alumno regular,6.0,5.4,5.37,35,31,56,55.36,0,1,0,0
1629,20513943,F,Edad 17-23,Ingeco,2021,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,495.0,495.0,554.0,580.0,522.7393162393163,589.0,567.0,531.0,Prom.Ant: Nac–alumno regular,7.0,5.51,5.51,12,12,56,21.43,0,0,0,0
1630,20514078,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,629.0,668.0,602.0,637.0,522.7393162393163,632.0,619.0,641.0,Prom.Ant: Nac–alumno regular,6.0,5.7,5.57,21,20,56,35.71,0,0,0,0
1632,20523779,F,Edad 17-23,Enfermeria,2018,T1,ANTOFAGASTA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.6,743.0,830.0,517.0,544.0,522.7393162393163,484.0,530.5,649.0,Prom.Año: Nac–alumno regular,7.0,5.31,5.97,44,44,56,78.57,0,0,0,0
1636,20581101,M,Edad 17-23,Ingeco,2019,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.5,523.0,523.0,608.0,678.0,522.7393162393163,645.0,643.0,579.0,Prom.Año: Nac–alumno regular,7.0,5.16,5.16,11,10,56,17.86,0,0,0,1
1639,20581140,F,Edad 17-23,Ingeco,2019,T2,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,628.0,671.0,555.0,535.0,522.7393162393163,537.0,545.0,603.0,Prom.Año: Nac–alumno regular,4.0,5.26,5.37,36,36,56,64.29,0,0,0,0
1642,20581339,M,Edad 17-23,Ingeco,2020,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,4.8,374.0,374.0,517.0,567.0,522.7393162393163,435.0,542.0,447.0,Prom.Año: Nac–alumno regular,3.0,4.51,4.29,22,17,56,30.36,1,0,0,0
1644,20581390,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.6,554.0,567.0,437.0,465.0,522.7393162393163,521.0,451.0,513.0,Prom.Año: Nac–alumno regular,2.0,4.21,3.8,33,19,56,33.93,5,0,0,0
1647,20581426,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,457.0,459.0,424.0,458.0,522.7393162393163,454.0,441.0,458.0,Prom.Ant: Nac–alumno regular,2.0,5.14,4.64,16,14,56,25.0,0,0,0,0
1649,20581527,M,Edad 17-23,Ingeco,2020,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,544.0,544.0,462.0,515.0,544.0,529.039387308534,488.0,519.0,Prom.Año: Nac–alumno regular,4.0,4.46,4.34,22,18,56,32.14,0,0,0,0
1651,20581572,F,Edad 17-23,Enfermeria,2019,H1,EL LOA,BEA,Municipal,Egreso media 2015-2020,6.2,673.0,737.0,639.0,653.0,522.7393162393163,588.0,646.0,679.0,Prom.Año: Nac–alumno regular,3.0,5.85,6.16,35,35,56,62.5,0,0,0,0
1654,20598128,F,Edad 17-23,Enfermeria,2019,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.6,746.0,833.0,524.0,579.0,522.7393162393163,530.0,551.5,681.0,Prom.Año: Nac–alumno regular,3.0,5.44,5.79,33,33,56,58.93,0,0,0,0
1657,20598196,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.8,794.0,828.0,547.0,535.0,522.7393162393163,449.0,541.0,671.0,Prom.Año: Nac–alumno regular,2.0,5.73,6.06,33,33,56,58.93,0,0,0,0
1660,20598329,F,Edad 17-23,Enfermeria,2019,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.4,715.0,843.0,459.0,498.0,522.7393162393163,501.0,478.5,650.0,Prom.Año: Nac–alumno regular,5.0,5.46,5.75,34,33,56,58.93,1,0,0,0
1663,20598337,F,Edad 17-23,Enfermeria,2019,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.4,711.0,836.0,618.0,446.0,522.7393162393163,537.0,532.0,672.0,Prom.Año: Nac–alumno regular,2.0,5.51,5.96,33,33,56,58.93,0,0,0,0
1666,20598353,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.2,679.0,750.0,563.0,524.0,522.7393162393163,598.0,543.5,645.0,Prom.Año: Nac–alumno regular,1.0,5.38,5.61,34,34,56,60.71,0,0,0,0
1669,20598401,M,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.3,700.0,796.0,618.0,612.0,522.7393162393163,666.0,615.0,701.0,Prom.Año: Nac–alumno regular,8.0,5.8,6.0,33,33,56,58.93,0,0,0,0
1672,20598444,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,760.0,783.0,532.0,545.0,522.7393162393163,489.0,538.0,653.0,Prom.Ant: Nac–alumno regular,9.0,5.97,6.05,23,23,56,41.07,0,0,0,0
1674,20598582,F,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,565.0,567.0,568.0,602.0,522.7393162393163,566.0,585.0,599.0808080808081,Prom.Año: Nac–alumno regular,2.0,5.81,5.81,12,11,56,19.64,1,0,0,0
1675,20598723,F,Edad 17-23,Enfermeria,2019,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.3,684.0,791.0,488.0,512.0,522.7393162393163,449.0,500.0,629.0,Prom.Año: Nac–alumno regular,3.0,5.3,5.7,33,33,56,58.93,0,0,0,0
1678,20599060,F,Edad 17-23,Ingeco,2019,T2,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.8,580.0,584.0,398.0,512.0,446.0,529.039387308534,455.0,512.0,Prom.Año: Nac–alumno regular,3.0,5.4,5.22,36,34,56,60.71,0,0,0,0
1681,20599210,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,597.0,611.0,546.0,537.0,611.0,497.0,541.0,560.0,Prom.Ant: Nac–alumno regular,4.0,4.58,4.58,6,3,56,5.36,0,0,0,1
